item_id,acronym,sentence,gold_expansion,candidates,n_candidates,provenance,source,page_title,review_verdict
kn4-0076,ש״י,"מכתבי תודה רבים נשלחים למחוז ש""י מראשי הרשויות.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532230.docx,clean
kn4-0077,ש״י,"כן, אבל מוכרחים לעזור לאחים ולאחיות החיים בחברון ולא יכולים להיאחז בהקמת מחוז ש""י או בהקמת המשמר האזרחי כגיבוי להתעללות של קצין המשטרה בחברון ושוטריו באופן עקבי וסיסטמטי כל הזמן בתושבי חברון.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532230.docx,clean
kn4-0078,ש״י,"גם בקשר לבקשה של קצין אגף החקירות במחוז ש""י לאכוף את הצו, ואגב זו היתה בקשה מקצועית, ואני אפילו לא ידעתי עליה אלא שמעתי עליה בדיעבד בכלי התקשורת.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532230.docx,clean
kn4-0079,ש״י,"משטרת מחוז ש""י ואני אישית נוקטים מדיניות של שיתוף פעולה עם נציגי היישוב היהודי ביהודה ובשומרון.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532230.docx,clean
kn4-0080,ש״י,"אדוני היושב-ראש, אדוני השר, חברי הכנסת, השתמע מדבריך שיש איזו דרישה להזיז מתפקידו את מפקד מחוז ש""י – – –",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532230.docx,clean
kn4-0081,ש״י,"אני חושב שהוא עושה עבודה נהדרת, ואני מצטרף לברכה של גנדי על הקמת מחוז ש""י.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532230.docx,clean
kn4-0082,אמ״ן,"והנה, תוך כדי שהייה של אנשים אחדים, ואני ביניהם, בעמדת הסוואה מכוסה ברשת, בחולות המפורסמים, נכנס אלוף, לא גבה-קומה, ואני כבר ידעתי שזה ראש אמ""ן.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532232.docx,clean
kn4-0083,אמ״ן,"לאחר המפגש הזה, שארך כשעתיים, אמרתי: אם זה ראש אמ""ן של הצבא וזה הידע שלו בפלוגה, במפקדים, באנשים, אנחנו ננצח במלחמה הזאת.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532232.docx,clean
kn4-0084,קצא״א,"ניתן היה להעביר את הצנרת של קצא""א באותו זמן ובעלות מינימלית, אבל קצא""א מסרבת, יש לה הנהלה אחרת, יש לה שר אחר, כאילו היא שייכת למדינה אחרת, או רחמנא ליצלן לאוטונומיה של הפלשתינים.",קו צינור אילת-אשקלון,קו צינור אילת-אשקלון | דליפת הנפט בשמורת עברונה | חברת קו צינור אירופה אסיה | מאה ותשעים ושתיים (גימטריה),4,knesset,knesset,13_ptm_532232.docx,clean
kn4-0085,מ״ק,"מן החצבני ומן הבניאס, שניים מתוך שלושת מקורות הירדן הנמצאים ברמת-הגולן, ואני קצת מפשט כאן את הגיאוגרפיה ואת הטופוגרפיה, אנחנו מפיקים פחות או יותר 300 מיליון מ""ק.",מטר מעוקב,מספר קטן | מטר מעוקב | מרכז קהילתי | מועד קטן | מכשיר קשר | מרא קמא | מחנה קבע | מילת קריאה | מלכין קדמאין | משמע קצת | מאה וארבעים (גימטריה),11,knesset,knesset,13_ptm_532233.docx,clean
kn4-0086,ש״י,"היועצת המשפטית של מחוז ש""י, בתגובה על פנייה אליה על כך שהיחסים בין השוטרים לתושבי חברון לא השתפרו, ענתה, שמערכת יחסים אינה יכולה להשתפר בן-רגע, והדבר לוקח זמן.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532234.docx,clean
kn4-0087,ש״י,"מפקד מחוז ש""י ואנוכי נפגשנו עם נציגי התושבים לשיחה הנוגעת ליחסים בין המשטרה לבין התושבים במקום.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532234.docx,clean
kn4-0088,ח״י,"תמהני על המפלגות המתקראות ""המחנה הלאומי"", שהוכו בהלם ובחרדות וקיבלו שקשקת, כאילו הן אשמות בתועבה שקרתה לפני ח""י ימים, כאשר ניטלו חייו של יצחק רבין, זכרו לברכה.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532236.docx,clean
kn4-0089,מע״ש,"מסגרת מע""ש הינה מסגרת טיפולית ותעסוקתית המיועדת לגילאי 21 ומעלה.",מפעל עבודה שיקומי,מסכת מעשר שני | מערכת שעות | מפעל עבודה שיקומי | ארבע מאות ועשר (גימטריה),4,knesset,knesset,13_ptm_532239.docx,clean
kn4-0090,א״א,"למר א""א מאושרת השתתפות בשכר-דירה על-ידי משרד השיכון זה כשלוש שנים, ולמרות זאת הוא נוהג לישון בחצר המרכז הקהילתי בעיר מגוריו ולהציג עצמו כחסר דיור.",ראשי תיבות שם פרטי ומשפחה (זהות חסויה),אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית | שתיים (גימטריה) | ראשי תיבות שם פרטי ומשפחה (זהות חסויה),30,knesset,knesset,13_ptm_532239.docx,clean
kn4-0091,תמ״א,"ידוע למשרדי על הבקשה שהוגשה על-ידי חברת החשמל ועורכי תמ""א-10, הלוא היא תוכנית המתאר הארצית לתחנות כוח, למועצה הארצית לתכנון ובנייה, להורות על עריכת תוכנית לסילוק אפר בשמריה ובאורון.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532239.docx,clean
kn4-0092,ק״ו,"קו החשמל נשוא השאילתא הוא קו מתח עליון 161 ק""ו המקשר את תחנת המשנה זבולון עם תחנת משנה נצרת.",קילוולט,קל וחומר | קצר וקולע | מאה ושש (גימטריה) | קילוולט,4,knesset,knesset,13_ptm_532239.docx,human_review
kn4-0093,מח״ל,"ובמצע של הליכוד, של מח""ל, ב-1977, נאמר במפורש שחוזה השלום – כי הליכוד הקפיד תמיד לדבר על חוזה, ובצדק – עם סוריה יעבור על הגולן, ועם המצרים הוא יעבור בסיני.",מפלגת חרות לאומית,מתנדבי חוץ לארץ במלחמת העצמאות | מפלגת חרות לאומית | שבעים ושמונה (גימטריה),3,knesset,knesset,13_ptm_532242.docx,clean
kn4-0094,תמ״א,"הממשלה הנוכחית אישרה את תוכנית המתאר הארצית, תמ""א 31, ובה נקבעו תכנון והקמה של בית-חולים בן 600 מיטות באשדוד, כאשר השלב הראשון יפעל עד שנת 1996.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532242.docx,clean
kn4-0095,ת״י,"גובה המעקה נקבע לפי דרישות התקן הישראלי ת""י-114.",תקן ישראלי,תקן ישראלי | תרג(ו)ם יונתן | ארבע מאות ועשר (גימטריה),3,knesset,knesset,13_ptm_532243.docx,clean
kn4-0096,אש״ל,"יש עדכונים אוטומטיים ופחות אוטומטיים, אבל יש דברים רבים נוספים שיש בהם פיגור: בקצבאות לנכים, לאלמנות וליתומים, שלא לדבר על קצבאות הזיקנה, על פנסיונרים, שלא לדבר אפילו על נושא כמו ארוחות, אש""ל.",שלוש מאות ושלושים ואחת (גימטריה),אין שומעין לו | איפה שלמה | אכילה שתיה לינה | שלוש מאות ושלושים ואחת (גימטריה),4,knesset,knesset,13_ptm_532243.docx,clean
kn4-0097,פו״ם,"אני מברך שוב את אורחינו הרצויים מאוד, את חניכי פו""ם.",המכללה הבין זרועית לפיקוד ולמטה,פיקוד ומטה | פוליטיקה וממשל | המכללה הבין זרועית לפיקוד ולמטה | פלוגות מיוחדות | מאה ועשרים ושש (גימטריה),5,knesset,knesset,13_ptm_532244.docx,clean
kn4-0098,פו״ם,"אדוני היושב-ראש, כנסת נכבדה, חניכי פו""ם, אתמול חגגנו לראשונה את יום החייל, אבל למעשה כל יום הוא יום החייל.",המכללה הבין זרועית לפיקוד ולמטה,פיקוד ומטה | פוליטיקה וממשל | המכללה הבין זרועית לפיקוד ולמטה | פלוגות מיוחדות | מאה ועשרים ושש (גימטריה),5,knesset,knesset,13_ptm_532244.docx,clean
kn4-0099,אמ״ן,"אני מקווה שיגיע יום ואנחנו נראה קצין חינוך ראשי אשה, שאולי נראה נשים בתפקיד קצין מודיעין ראשי או ראש אמ""ן.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532244.docx,clean
kn4-0100,פו״ם,"אני רוצה למסור לחניכי פו""ם: לא התכוונו לקריאות ביניים.",המכללה הבין זרועית לפיקוד ולמטה,פיקוד ומטה | פוליטיקה וממשל | המכללה הבין זרועית לפיקוד ולמטה | פלוגות מיוחדות | מאה ועשרים ושש (גימטריה),5,knesset,knesset,13_ptm_532244.docx,clean
kn4-0101,סמ״ק,"יש לי רכב עם מנוע של 1,500 סמ""ק, ואם אני נוסע בו מהצפון לירושלים, אני צורך 6 ליטרים דלק, וזה עולה לי כ-12 שקל.",סנטימטר מעוקב,ספר מצוות קטן | סנטימטר מעוקב | מאתיים (גימטריה),3,knesset,knesset,13_ptm_532246.docx,clean
kn4-0102,אמ״ן,"את הטרור מסוגלת לעצור המשטרה הפלשתינית, כדברי ראש אמ""ן, רק חסרה לו הפקודה או ההוראה מיאסר ערפאת.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532248.docx,clean
kn4-0103,אמ״ן,"בעיתון ""מעריב"" מהיום – ואני מבקש להתייחס לזה ברצינות, אדוני סגן השר – ראש אמ""ן, האלוף שגיא, מה הוא אומר?",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532248.docx,clean
kn4-0104,אמ״ן,"כך אומר ראש אמ""ן, המודיעין של צבא-הגנה לישראל; והוא יודע מה שהוא אומר.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532248.docx,clean
kn4-0105,נ״ר,"ההורים בירושלים השיגו שתי דירות נ""ר עבור 12 מפגרים סיעודיים.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532248.docx,clean
kn4-0106,תמ״א,"הממשלה אישרה הקמת בית-החולים באשדוד במסגרת תמ""א ארצית וכללית.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532249.docx,clean
kn4-0107,אג״מ,"אולי נוהל כזה לא כתוב בקובץ הוראות קבע של אג""מ/מבצעים.",אגף מבצעים,אגף מבצעים | אגף מטה | ארבעים וארבע (גימטריה),3,knesset,knesset,13_ptm_532251.docx,clean
kn4-0108,אמ״ן,"ראש אמ""ן אמר שאין להם שום בעיה של יכולת להילחם בטרור.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532251.docx,clean
kn4-0109,ח״י,"ח""י תומכים – בדרך כלל אנחנו אומרים שמונה-עשר תומכים, היום זה ""שמונה-עשרה"" – אין מתנגדים, אין נמנעים.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532252.docx,clean
kn4-0110,איו״ש,"לפי מה שנמסר מהמינהל האזרחי איו""ש, מדובר ב-25 עצי זית ותאנים בלבד.",אזור יהודה ושומרון,אזור יהודה ושומרון | אריכות ימים ושנים | שלוש מאות ושבע עשרה (גימטריה),3,knesset,knesset,13_ptm_532252.docx,clean
kn4-0111,א״ח,"הצבעה מס' 25 בעד ההצעה לכלול את הנושא בסדר-היום – 17 בעד ההצעה שלא לכלול את הנושא בסדר-היום – 1 נמנעים – אין ההצעה לכלול את הנושא שהעלה חבר הכנסת א""ח שאקי בסדר-היום של הכנסת נתקבלה.",אבנר חי (שאקי),אורך חיים | אגף חקירות | אבנר חי (שאקי) | תשע (גימטריה),4,knesset,knesset,13_ptm_532252.docx,clean
kn4-0112,ח״י,"ח""י המשפחות האמיצות והגיבורות חירפו את נפשן על קדושת השם, היהדות והעלייה לישראל.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532254.docx,clean
kn4-0113,ח״י,"לאחר מאבק חסר פשרות הצליחו ח""י המשפחות במאבקן, בסיוע ממשלת ישראל והקהילייה הבין-לאומית, ועלו לישראל.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532254.docx,clean
kn4-0114,ח״י,"לסייע במימון הוצאת הספר המתעד את מאבק ח""י המשפחות ויהודי גורגיה על זכות העלייה לישראל.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532254.docx,clean
kn4-0115,ח״י,"גברתי היושבת-ראש, כנסת נכבדה, הפרק על מאבקן של ח""י משפחות הוא אחד הפרקים היותר חשובים ומרתקים בתולדות המתחדשות של עם ישראל.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532254.docx,clean
kn4-0116,י״ח,"אני מקבל ברצון רב ובלב פתוח את בקשתו של חבר הכנסת אפרים גור לפעול להנצחת פועלם של י""ח המשפחות בצורה הראויה.",שמונה עשרה (גימטריה),יוסף חיים | יודעי חן | שמונה עשרה (גימטריה),3,knesset,knesset,13_ptm_532254.docx,clean
kn4-0117,אש״ל,"לשלם עבור בתי-מלון, נסיעות לחוץ-לארץ, אש""ל למיניו, מנגנון מנופח ביותר, מוניות.",אכילה שתיה לינה,אין שומעין לו | איפה שלמה | אכילה שתיה לינה | שלוש מאות ושלושים ואחת (גימטריה),4,knesset,knesset,13_ptm_532255.docx,clean
kn4-0118,ח״י,"לא יכול להיות שהממשלה לא תשלח נציג אחד מתוך ח""י חברי הכנסת שחיים במקום אחר.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532256.docx,clean
kn4-0119,תמ״א,"קיימות תוכניות מתאר ארציות ספציפיות לעניין שמורות טבע וגנים לאומיים – תמ""א 8, ושטחי יער – תמ""א 22, שתאושרנה על-ידי הממשלה בעוד חודשים מספר.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532257.docx,clean
kn4-0120,תמ״א,"תוכנית המתאר הארצית לחופים – תמ""א 13 – קובעת את רמת הפיתוח של מקטעי חוף ואת ייעודי השטחים לאורך רצועת החוף, ובכלל זה שמורות וגנים.",תוכנית מתאר ארצית,תוכנית מתאר ארצית | תוספת מכסת אחוזים | ארבע מאות וארבעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532257.docx,clean
kn4-0121,נ״ר,"אמרתי לך, גם בתקציב 1995 דירות נ""ר על-פי רוב מיועדות לעולים חדשים.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532257.docx,clean
kn4-0122,כ״ח,"יש סדר-יום, חברי כנסת שיש להם שאילתות יודעים שצריכים להשיב להם, מתכוננים לסעיף כ""ח בסדר-היום, והם יודעים שאז הם יהיו כאן.",עשרים ושמונה (גימטריה),כהנא חי | כתיב חסר | כדור חוזר | כינוי חבור | עשרים ושמונה (גימטריה),5,knesset,knesset,13_ptm_532260.docx,clean
kn4-0123,אג״ם,"כל הפעולות ההסברתיות בנושא התהליך המדיני מתבססות על עקרונות וכללי ההסברה כפי שנקבעים מעת לעת על-ידי פורום הסברה מטכ""לי בראשות עוזר ראש אג""ם, ומועברים למרצים במילואים הן כחומר כתוב והן בכנסי מרצים.",אגף המבצעים,"אגף המבצעים | אגף המטה | אגף המטה הכללי | ארבעים וארבע (גימטריה) | אג""ם חקירות (משרד חוקרים פרטי)",5,knesset,knesset,13_ptm_532262.docx,clean
kn4-0124,אג״ם,"עוזר ראש אג""ם, בדרגת אלוף, הוא האחראי לפורום ההסברה.",אגף המבצעים,"אגף המבצעים | אגף המטה | אגף המטה הכללי | ארבעים וארבע (גימטריה) | אג""ם חקירות (משרד חוקרים פרטי)",5,knesset,knesset,13_ptm_532262.docx,clean
kn4-0125,אמ״ן,"ראש אמ""ן מופיע בראיונות של סוף השבוע עם דעה מסוימת ביחס לרמת-הגולן.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532262.docx,clean
kn4-0126,ר״מ,"החייל אושפז בבית-החולים ""בילינסון"", שבו לא קיימת יחידת רפואה צבאית, האחראית לאשפוז חיילים (ר""מ 2).","רשימת מקבצים (יחידה רישומית צה""לית)","רבי מאיר | ראש ממשלה | ריש מתיבתא | רב המלמד בישיבה | רַב מורה | מאתיים וארבעים (גימטריה) | רשימת מקבצים (יחידה רישומית צה""לית)",7,knesset,knesset,13_ptm_532262.docx,clean
kn4-0127,מג״ב,"די היה להיות בדיונים ולשמוע המלצות על הקמת פלוגות מג""ב דרוזיות נוספות, מכיוון שהן באמת עושות עבודה מצוינת בכל רחבי המדינה, בכל התחומים.",משמר הגבול,משמר הגבול | מגה בית (גם: מגה בייט). בדיוק מיליון בית | מיירט גובה בינוני | ארבעים וחמש (גימטריה),4,knesset,knesset,13_ptm_532262.docx,clean
kn4-0128,ח״י,"18 בעד – ח""י, חי וקיים, אחד נגד, אחד נמנע.",שמונה עשרה בגימטריה,חוק יסוד | חיל ים | חות יאיר (ספר) | חיה יחידה | חק יעקב (ספר) | חרם יהושע (יהדות) | שמונה עשרה בגימטריה,7,knesset,knesset,13_ptm_532262.docx,clean
kn4-0129,א״ח,"הצבעה מס' 18 בעד ההצעה להעביר את הנושא לוועדה – 14 בעד ההצעה שלא לכלול את הנושא בסדר-היום – 1 נמנעים – אין ההצעה להעביר את הנושא שהעלה חבר הכנסת א""ח שאקי לוועדת הפנים ואיכות הסביבה נתקבלה.",אבנר חי (שאקי),אורך חיים | אגף חקירות | אבנר חי (שאקי) | תשע (גימטריה),4,knesset,knesset,13_ptm_532262.docx,clean
kn4-0130,ש״ב,"יצאנו מעזה, לא נוכל לרוץ אחריהם, לא נוכל לטפל בהם, לא יהיו שם לא צבא ולא משטרה ולא ש""ב.",שירות ביטחון,שמואל ב' | שירות ביטחון | שלום בית | שבע ברכות | שיעורי בית | ראשי תיבות שם פרטי ומשפחה (זהות חסויה) | שלוש מאות ושתיים (גימטריה) | שמעון בראנד (המדען),8,knesset,knesset,13_ptm_532264.docx,clean
kn4-0131,ד״ש,"גם אתם לא עליתם לשיא אחרי מפלה אחת בתקופת ד""ש.",תנועה דמוקרטית לשינוי,דו-שנתי | דרישת שלום | דוד שמש | דיני שמים | דו-שבעון | תנועה דמוקרטית לשינוי | שלוש מאות וארבע (גימטריה),7,knesset,knesset,13_ptm_532265.docx,clean
kn4-0132,אמ״ן,"הנה אני שומע, שבאחד מדיוני ועדת החוץ והביטחון נשאל ראש אמ""ן, לאחר הסכם אוסלו, האם יש הסכמים נוספים, וראש אמ""ן אומר: אין הסכמים, יש הבנות.",אגף מודיעין,אגף מודיעין | אל מלך נאמן | תשעים ואחת (גימטריה),3,knesset,knesset,13_ptm_532265.docx,clean
kn4-0133,ש״י,"לראיה, במחוז ש""י הוחזרו על-ידי הפלשתינים בתקופה שבין 9 במאי 1994 לבין 31 בינואר 1995 91 כלי רכב, ונעצרו 35 חשודים בגין מעורבות בגנבות כלי רכב מישראל והעברתם לשטחי האוטונומיה.",שומרון-יהודה,שמואל יוסף (עגנון) | שומרון-יהודה | שירות ידיעות | ש (=השם) ישמרם | שינוי יסודי (הצעת חוק פרטית) | שלוש מאות ועשר (גימטריה),6,knesset,knesset,13_ptm_532266.docx,clean
kn4-0135,נ״ר,"וההסתייגות המשמעותית השנייה שלי לתקציב היא בעניין רכישת דירות נ""ר לעולים, למקרים סוציאליים.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0136,נ״ר,"ההסתייגות שלי לתקציב – שלי ושל חבר הכנסת אברהם יחזקאל – מבקשת להוסיף 300 מיליון שקל לרכישת דירות נ""ר למקרים סוציאליים.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0137,נ״ר,"בתקציב הקיים יש אפשרות לרכוש רק 200 דירות בשנה, ויש 1,400 משפחות שכבר יש להן ביד תעודת זכאות לדירות נ""ר.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0138,נ״ר,"המסכנים האלה כבר עברו ויה דולורוזה במשך חמש שנים, והם מתגלגלים עם ילדיהם בכל מיני חורים; אין להם איפה לגור, ואין שום סיבה בעולם שמשרד השיכון לא ייתן לאלה שנואשו מפתרון דיור פתרון באמצעות דירת נ""ר.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0139,נ״ר,"אנחנו גם מציינים מאין אנחנו מציעים להפחית את הכסף, כדי שיהיה פתרון בלי לפרוץ את מסגרת התקציב ואפשר יהיה לקנות דירות נ""ר במקרים הקשים האלה, של אנשים שאין להם שום פתרון דיור אחר.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0140,נ״ר,"אני תקווה שיהיה מי שיתמוך בהסתייגויות האלה לפחות, ההסתייגויות לעניין תקציב הביטחון ודירות נ""ר, ואז נביא ברכה – כך אני מקווה – גם בעניין הזה.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0141,נ״ר,"הערה אחת ויחידה למשרד השיכון בעניין דירות נ""ר.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0142,נ״ר,"בהכירי מקרוב – ביישובים שונים – משפחות שמצבן הסוציאלי כזה שאין להן שום סיכוי להגיע לעולם לדירה ראויה לשמה, הרי שדירות נ""ר הן התשובה.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0143,נ״ר,"משרד הבינוי והשיכון, הממשלה אינה מוצאים לנכון להקציב אף לא דירה אחת במסגרת נ""ר לאוכלוסיית המפגרים במדינת ישראל.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0144,נ״ר,"הממשלה חיפשה דירות, מה שנקרא דירות נ""ר, היו רצים פקידים, הדירה היתה מוצאת חן בעיני המשפחה או לא היתה מוצאת חן בעיניה.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
kn4-0145,נ״ר,"אדוני השר, מאחר שאתה העלית את העניין של דירות נ""ר, אני מבקש לשאול אותך שאלה קונקרטית בעניין הזה.",נכסי רכישה,נר ראשון (של חנוכה) | נטע רבעי | נביאים ראשונים | נחת רוח | נפש רוח | נקבה רבים | ניירות רכישה | נסמך רבים | נכסי רכישה | מאתיים וחמישים (גימטריה),10,knesset,knesset,13_ptm_532267.docx,clean
