item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,source,page_title,review_verdict,review_note,label_origin,category
ha-00206,א״א,גם בהרבה קהילות בהן א״א וידוי בשאר הימים נהוג להוסיף אותו.,אין אומרים,א״א.10,אין אומרים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,תחנון,unreviewed,,substitution,wiki_substituted
ha-00207,א״א,"נוסף על הימים הקבועים בשנה, ישנם כמה מאורעות שבהם לא אומרים תחנון: כאשר נערכת ברית מילה בבית הכנסת - א״א תחנון בבית הכנסת שבו נערכת המילה.",אין אומרים,א״א.10,אין אומרים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,תחנון,unreviewed,,substitution,wiki_substituted
ha-00208,א״א,"בנוסף, במנין בו נוכח אבי הבן, המוהל או הסנדק א״א תחנון, גם אם המילה נערכת במקום אחר.",אין אומרים,א״א.10,אין אומרים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,תחנון,unreviewed,,substitution,wiki_substituted
ha-00209,א״א,"יחסה החיובי של היהדות ליין הגיעה לידי כך, שנאמר ""א״א שירה אלא על יין"".",אין אומרין,א״א.19,אין אומרין,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,יין,unreviewed,,substitution,wiki_substituted
ha-00210,א״א,"יחסה החיובי של היהדות ליין הגיע לידי כך, שנאמר ""א״א שירה אלא על יין"".",אין אומרין,א״א.19,אין אומרין,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,משקה אלכוהולי,unreviewed,,substitution,wiki_substituted
ha-00211,א״א,"א״א הוא מושג בהלכה היהודית, לפיו ישנם דברים שאסורים באכילה בלבד, אולם אין עליהם איסור הנאה.",איסור אכילה,א״א.11,איסור אכילה,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,איסור אכילה,unreviewed,,substitution,wiki_substituted
ha-00212,א״א,"בנוסף לכך, גם בחלק מתעניות הגשמים הנושאות אופי חמור יותר, חלים כל חמשת העינויים, בעוד בתעניות ציבור קלות ישנו א״א ושתייה בלבד.",איסור אכילה,א״א.11,איסור אכילה,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,חמשת העינויים,unreviewed,,substitution,wiki_substituted
ha-00213,א״א,"חמשת העינויים הם: א״א ושתייה, איסור רחיצה, איסור סיכה, איסור נעילת הסנדל ואיסור תשמיש המיטה.",איסור אכילה,א״א.11,איסור אכילה,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,חמשת העינויים,unreviewed,,substitution,wiki_substituted
ha-00214,א״א,"בשנים האחרונות, התקבל בהרבה קהילות נהוג לרקוד בשירת הקטע 'טובים מאורות' מתוך הפיוט א״א על כל המעשים.",אל אדון,א״א.12,אל אדון,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,ברכת הלבנה,unreviewed,,substitution,wiki_substituted
ha-00215,א״א,"מנהג בקרב קהילות גאורגיה, בסיום הקדיש לומר קטע הפותח במילים:"" כדנא תאמרון להום..."", ולאחר מכן לחזור לבית הכנסת לעמוד לפני ההיכל ולזמר "" א״א על כל המעשים..."".",אל אדון,א״א.12,אל אדון,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,ברכת הלבנה,unreviewed,,substitution,wiki_substituted
ha-00216,א״א,"יפארוך סלה"") בשלשה מקטעים מורחבים: הכל יודוך, הפיוט א״א ולסיום לאל אשר שבת מכל המעשים.",אל אדון,א״א.12,אל אדון,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,ברכות קריאת שמע,unreviewed,,substitution,wiki_substituted
ha-00217,א״א,"""א״א"" הוא הארגון הראשון שהשתמש בתוכנית זו, ובכך שימש כמודל עבור קבוצות גמילה מחומרים ממכרים אחרים, כגון ""מהמרים אנונימיים"" או ""מכורים למין אנונימיים"".",אלכוהוליסטים אנונימיים,א״א.13,אלכוהוליסטים אנונימיים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,אלכוהוליסטים אנונימיים,unreviewed,,substitution,wiki_substituted
ha-00218,א״א,"היום בו שתה סמית את המשקה האחרון שלו, 10 ביוני 1935, נחשב כתאריך הייסוד של א״א.",אלכוהוליסטים אנונימיים,א״א.13,אלכוהוליסטים אנונימיים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,אלכוהוליסטים אנונימיים,unreviewed,,substitution,wiki_substituted
ha-00219,א״א,"ב-1937, וילסון וסמית העריכו שעזרו ל-40 אלכוהוליסטים להפסיק לשתות, ושנתיים מאוחר יותר, עם 100 חברים, וכתב וילסון על התוכנית בספר ""א״א"", ממנו אימץ הארגון את שמו.",אלכוהוליסטים אנונימיים,א״א.13,אלכוהוליסטים אנונימיים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,אלכוהוליסטים אנונימיים,unreviewed,,substitution,wiki_substituted
ha-00220,א״א,"אם א״א שווי-ערך למיליון בלשוננו, אזי רבוא רבבות שווים למאה מיליון - 100,000,000.",אלף אלפים,א״א.14,אלף אלפים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,מספרים גדולים,unreviewed,,substitution,wiki_substituted
ha-00221,א״א,"אמרין לה: ""אפילו הוא עושה כן א״א עדיין לחצי הכיבוד שאמרה התורה לא הגיע"" בהמשך לסיפור זה מופיע מעשה באמו של רבי ישמעאל שהתלוננה באוזני חכמים על שבנה אינו מכבד אותה.",אלף אלפים,א״א.14,אלף אלפים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,כיבוד אב ואם,unreviewed,,substitution,wiki_substituted
ha-00222,א״א,"משל למלך בשר ודם שהיו לו א״א דינרי זהב והיו מקלסין אותו בשל כסף, והלא גנאי הוא לו!",אלף אלפים,א״א.14,אלף אלפים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,שלילת התארים,unreviewed,,substitution,wiki_substituted
ha-00223,א״א,"וכששבו, א״א לרבי יהושע הגרסי: ""לך אמור לחכמים שילמדו לתלמידהם כי אין טומאה לצדיקים"".",אמר אליהו,א״א.15,אמר אליהו,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,רבי יהושע הגרסי,unreviewed,,substitution,wiki_substituted
ha-00224,א״א,"בזמן מלחמת חרבות ברזל, עוררו מספר התבטאויות שלו ביקורת: בריאיון לרדיו קול ברמה בנובמבר 2023, א״א כי ברצועת עזה ""אין בלתי מעורבים, ולא היינו מכניסים סיוע הומניטרי לנאצים.",אמר אליהו,א״א.15,אמר אליהו,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,עמיחי אליהו,unreviewed,,substitution,wiki_substituted
ha-00225,א״א,"ב-24 ביולי 2025, בריאיון לרדיו קול ברמה, א״א כי ""הממשלה דוהרת לזה שעזה נמחקת, תודה להשם שאנחנו מוחקים את הרוע הזה"", וכן ""כל עזה תהיה יהודית"".",אמר אליהו,א״א.15,אמר אליהו,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,עמיחי אליהו,unreviewed,,substitution,wiki_substituted
ha-00226,א״א,"""א״א"" – פירושו אורך רוח, סבלני, 'נושם עמוק' (כמו שנהוג לומר בימינו), שאינו 'מתרגז' ומעניש מיד, אלא ממתין ומחכה לחוטא שיחזור בו ויתקן את דרכו.",ארך אפים,א״א.16,ארך אפים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,"י""ג מידות",unreviewed,,substitution,wiki_substituted
ha-00227,א״א,"מובן שאין זו אלא בדיחה, כיון שתפילת אל א״א נאמרת בפתיחת היכל בחול, בעוד שאב הרחמים נאמרת בשבת.",ארך אפים,א״א.16,ארך אפים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,א,unreviewed,,substitution,wiki_substituted
ha-00228,א״א,"יש קהילות בארץ ישראל שהנהיגו בהשפעת מנהג הספרדים לומר תחלה וידוי, תפילת אל א״א ושלוש עשרה מידות הרחמים לפני שמתחילים והוא רחום.",ארך אפים,א״א.16,ארך אפים,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,תחנון,unreviewed,,substitution,wiki_substituted
ha-00229,א״א,"החריגים הם א״א שנתגרשה, שמותרת להינשא לאחר, אחות אשה, שמותרת אם אחותה נפטרה, ואשת אח שנפטר ערירי בלא ילדים, החייבת בייבום (או בחליצה המתירה אותה לשאר העולם) במקרים מסוימים.",אשת איש,א״א.17,אשת איש,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,איסור עריות,unreviewed,,substitution,wiki_substituted
ha-00230,א״א,"אמנם כמות האיסורים מצומצמת לשישה והם אם, אשת האב, אחותו מאמו, א״א, משכב זכר, ובהמה, וגם הגדרת א״א אצל גוי שונה מהגדרתה אצל עם ישראל.",אשת איש,א״א.17,אשת איש,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,איסור עריות,unreviewed,,substitution,wiki_substituted
ha-00231,א״א,"לעומתם, האבן עזרא והחזקוני, סבורים כי בגדר ניאוף נכללים כל יחסי המין האסורים, וספורנו שסובר כמותם, מסביר כי הביטוי משמש בעיקר לעברת ניאוף עם א״א.",אשת איש,א״א.17,אשת איש,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,לא תנאף,unreviewed,,substitution,wiki_substituted
ha-00232,א״א,"במנחה: פותחת הברכה במילים: 'א״א ושמך אחד', ועוסקת בשבת של לעתיד לבוא.",אתה אחד,א״א.18,אתה אחד,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,תפילת שבע,unreviewed,,substitution,wiki_substituted
ha-00233,א״א,"בתקופה הראשונים, היה נוסח חילופי ""הנח לנו אבינו"" שהיה נהוג בקצת קהלות; בקהילות יהודי תימן בלדי אומרים נוסח זה אחרי ""א״א"".",אתה אחד,א״א.18,אתה אחד,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,תפילת שבע,unreviewed,,substitution,wiki_substituted
ha-00234,א״א,"שלוש תוספות סמליות קיימות בנוסח התפילות לשבת: בערבית של ליל שבת אומרים ""אתה קדשת"", בשחרית של שבת ""ישמח משה"" ובמנחה של שבת ""א״א"".",אתה אחד,א״א.18,אתה אחד,weak,28,אי אפשר | אדר א' | אברהם אבינו | אמן אמן | אין אדם | אשת איש | אין אומרים | אדרת אליהו | אחרים אומרים | אחד אמר | אלכוהוליסטים אנונימיים | איסור אכילה | ארך אפים | אל אדון | אדוני אבי | איכות ואמינות | אגב אורחא | אתה אחד | אלף אלפים | אור אחרון | אין אומרין | אמר אליהו | אדיר אדירנו | אחד אלהינו | אי אמרת | אֶגֶד ארטילרי | אוקיי ואוקיי | אחזקה אוירית,substituted,yes,wikipedia,שבת,unreviewed,,substitution,wiki_substituted
ha-01662,מד״ח,"כמו כן, נזכר היישוב בחיבור אבות דרבי נתן: ”מעשה באדם אחד מבית רמה שהיה נוהג בעצמו מד״ח.",מדת חסידות,מד״ח.01,מדת חסידות,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,בית רימה,unreviewed,,substitution,wiki_substituted
ha-01663,מד״ח,"לעומתו רבי חיים בן עטר חלק על כך, משום שאין הוראה זו מפורשת בתלמוד, ולכן לדעתו המנהג הוא ""מד״ח"" ואינו מן הדין.",מדת חסידות,מד״ח.01,מדת חסידות,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,ברוך הוא וברוך שמו,unreviewed,,substitution,wiki_substituted
ha-01664,מד״ח,"אם כי המשנה ברורה מציין כי ""מד״ח"" ללובשו אף במקרה כזה.",מדת חסידות,מד״ח.01,מדת חסידות,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,גרטל,unreviewed,,substitution,wiki_substituted
ha-01665,מד״ח,משוואת הלמהולץ היא מד״ח בעלת שימושים בפיזיקה בתחום הגלים.,משוואה דיפרנציאלית חלקית,מד״ח.02,משוואה דיפרנציאלית חלקית,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,משוואת הלמהולץ,unreviewed,,substitution,wiki_substituted
ha-01666,מד״ח,"משוואת פואסון היא מד״ח עם שימושים רבים באלקטרוסטטיקה, הנדסת מכונות ופיזיקה תאורטית.",משוואה דיפרנציאלית חלקית,מד״ח.02,משוואה דיפרנציאלית חלקית,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,משוואת פואסון,unreviewed,,substitution,wiki_substituted
ha-01667,מד״ח,זוהי מד״ח מסדר שני אשר מתארת את ההתפשטות של גל אלקטרומגנטי.,משוואה דיפרנציאלית חלקית,מד״ח.02,משוואה דיפרנציאלית חלקית,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,משוואת הגל האלקטרומגנטי,unreviewed,,substitution,wiki_substituted
ha-01668,מד״ח,"פונקציית השגיאה (באנגלית: Error Function) היא פונקציה שאינה אלמנטרית המופיעה בהסתברות, סטטיסטיקה, מד״ח והנדסת חומרים.",משוואות דיפרנציאליות חלקיות,מד״ח.03,משוואות דיפרנציאליות חלקיות,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,פונקציית השגיאה,unreviewed,,substitution,wiki_substituted
ha-01669,מד״ח,"השיטה נחשבת קלה להבנה ופשוטה ליישום בתוכנה, ביחס לשיטות פתרון אחרות של מד״ח.",משוואות דיפרנציאליות חלקיות,מד״ח.03,משוואות דיפרנציאליות חלקיות,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,שיטת ההפרש הסופי בתחום הזמן,unreviewed,,substitution,wiki_substituted
ha-01670,מד״ח,"במתמטיקה, שיטת הקרקטריסטיקות (באנגלית: Method of characteristics) היא שיטה לפתרון מד״ח.",משוואות דיפרנציאליות חלקיות,מד״ח.03,משוואות דיפרנציאליות חלקיות,weak,5,משוואות דיפרנציאליות חלקיות | משוואה דיפרנציאלית חלקית | מדת חסידות | מדריך חוץ וטבע | אנגלית: PDE,substituted,yes,wikipedia,שיטת הקרקטריסטיקות,unreviewed,,substitution,wiki_substituted
ha-03076,ש״ב,"מכיוון שסעודות אלו מסתיימות באמירת ""ש״ב"", נהוג לכנות גם את הסעודות עצמן בשם זה.",שבע ברכות,ש״ב.01,שבע ברכות,weak,5,שמואל ב' | שירות ביטחון | שלום בית | שבע ברכות | שיעורי בית,substituted,yes,wikipedia,שבע ברכות,unreviewed,,substitution,wiki_substituted
