item_id,acronym,sentence,provisional_expansion,sense_id,gold_expansion,label_status,n_candidates,candidates,provenance,multi_sense_type,batch,source,page_title
ha-02022,מ״ח,"עם הזמן הורחבה גם משמעות המונח ""ביולוגיה"", עד כדי חפיפה חלקית או מלאה עם ""מ״ח"", אך עד היום מועדף השם ""מ״ח"" כשמו של התחום האקדמי באוניברסיטאות רבות בארצות הברית ובאנגליה.",מדעי החיים,מ״ח.01,מדעי החיים,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,מדעי החיים
ha-02023,מ״ח,"PubMed הוא מאגר מידע ביבליוגרפי העוסק בתחומי מ״ח, מדעי הרפואה והמקצועות הפרא-רפואיים.",מדעי החיים,מ״ח.01,מדעי החיים,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,PubMed
ha-02024,מ״ח,"פרס רוטשילד הוא פרס שמעניקה יד הנדיב מאז שנת 1959 בעשרה תחומים: הנדסה, מדעי המחשב, מתמטיקה, מ״ח, מדעי הסביבה, מדעי הכימיה, מדעי הפיזיקה, מדעי החברה, מדעי הרוח, ומדעי היהדות.",מדעי החיים,מ״ח.01,מדעי החיים,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,פרס רוטשילד
ha-02025,מ״ח,"בעקבות כך ליבושה מכנסת מ״ח, ומכריזה שתינשא לגבר שאליו יביא אותה הסוס שלה.",מועצת חכמים,מ״ח.02,מועצת חכמים,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,ליבושה
ha-02026,מ״ח,"שמיר מכנה זאת ""האימפריאליזם של החוק"" – אימפריאליזם החולש על רבים מתחומי החיים ועל פיה תפקידו של השופט לקבוע, באמצעות תבונתו, מה ראוי ומה נורמלי, דבר הנמשל בעיני שמיר לפעילות מ״ח.",מועצת חכמים,מ״ח.02,מועצת חכמים,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,הציבור הנאור
ha-02027,מ״ח,"על-פי שמיר, מ״ח של ברק מושלת בכיפה באמצעות המצאת המונח ""הציבור הנאור"", שאינו אלא מטפורה ל""ערכי היסוד"" שקובע השופט.",מועצת חכמים,מ״ח.02,מועצת חכמים,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,הציבור הנאור
ha-02028,מ״ח,"המילים הן חלקי דיבר שונים, כגון 'אולם' = אבל, מ״ח/ 'אולם' =טרקלין, שם עצם.",מילת חיבור,מ״ח.04,מילת חיבור,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,הומונימיה
ha-02029,מ״ח,"במדינת ישראל, מ״ח הוא הליך משפטי הקבוע בסעיף 31 לחוק בתי המשפט, ואשר מאפשר לבית המשפט העליון להורות על קיומו של מ״ח בעניין פלילי שכבר נפסק בו סופית.",משפט חוזר,מ״ח.03,משפט חוזר,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,משפט חוזר
ha-02030,מ״ח,מקום המדינה ועד 2025 ביטל בית המשפט העליון הרשעות לאחר תום המשפט והורה על קיום מ״ח בכ-35 מקרים בסך הכול.,משפט חוזר,מ״ח.03,משפט חוזר,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,משפט חוזר
ha-02031,מ״ח,"עד התיקון האמור לחוק, הורה בית המשפט העליון על עריכת מ״ח בשלושה מקרים בלבד.",משפט חוזר,מ״ח.03,משפט חוזר,weak,4,מדעי החיים | משפט חוזר | מועצת חכמים | מילת חיבור,substituted,yes,3,wikipedia,משפט חוזר
ha-02032,מ״ט,"בשלמא אונן, משום לא לו יהיה הזרע, אלא ער מ״ט עבד הכי?",מאי טעמא,מ״ט.02,מאי טעמא,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,ביאה שלא כדרכה
ha-02033,מ״ט,"וכך נכתב במדרש שכל טוב ”בשמים במוצאי שבת מצווה, מ״ט משום נשמה יתרה שניתנת באדם בערב שבת ובמוצאי שבת ניטלת הימנו”.",מאי טעמא,מ״ט.02,מאי טעמא,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,נשמה יתרה
ha-02034,מ״ט,"מ״ט מתוארת באופן דמיוני כסרט אינסופי של תאים וראש קריאה בעל זיכרון סופי היכול לקרוא את תוכנו של התא שמעליו הוא ממוקם, לכתוב באותו התא וכן לנוע ימינה או שמאלה על הסרט.",מכונת טיורינג,מ״ט.01,מכונת טיורינג,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,מכונת טיורינג
ha-02035,מ״ט,"מבחינה זו, מ״ט שקולה לכל מחשב, ולכן משמשת במדעי המחשב, בעיקר בתורת הסיבוכיות ובתורת החישוביות, כבסיס לחקר יכולותיו ומגבלותיו התאורטיות של המחשב.",מכונת טיורינג,מ״ט.01,מכונת טיורינג,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,מכונת טיורינג
ha-02036,מ״ט,באמצעות המודל החישובי ניתן לראות כי ישנן שפות אשר עבורן ניתן לתאר מ״ט אשר תמיד תכריע האם מילה נמצאת בשפה או האם היא אינה נמצאת בשפה.,מכונת טיורינג,מ״ט.01,מכונת טיורינג,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,מכונת טיורינג
ha-02037,מ״ט,בן-עמי החל את שירותו בחיל התותחנים בתפקיד מ״ט.,משנה טכני,מ״ט.03,משנה טכני,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,עודד בן-עמי
ha-02038,מ״ט,"עבר קורס מ״ט ושירת בגדוד 403, גדוד תותחים מתנייעים M-50.",משנה טכני,מ״ט.03,משנה טכני,weak,3,מכונת טיורינג | מאי טעמא | משנה טכני,substituted,yes,3,wikipedia,אברהם בר דוד
ha-02039,מ״כ,"קבוצת כדורגל עשויה להתארגן למשחק חד-פעמי, אך בספורט התחרותי פועלת קבוצת כדורגל קבועה במסגרת מ״כ.",מועדון כדורגל,מ״כ.02,מועדון כדורגל,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,קבוצת כדורגל
ha-02040,מ״כ,"פעמים רבות משמש המונח ""קבוצת כדורגל"" במשמעות של ""מ״כ"".",מועדון כדורגל,מ״כ.02,מועדון כדורגל,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,קבוצת כדורגל
ha-02041,מ״כ,"מ״כ פועל לעיתים כמועדון עצמאי, שעיסוקו בכדורגל בלבד, ולעיתים במסגרת מועדון ספורט שבו נכללים ענפי ספורט נוספים.",מועדון כדורגל,מ״כ.02,מועדון כדורגל,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,קבוצת כדורגל
ha-02042,מ״כ,"המצרים השיבו באש (באחת התקריות נפצע קשה אורי אבנרי, אז מ״כ בגדוד 54 של חטיבת גבעתי).",מפקד כיתה,מ״כ.01,מפקד כיתה,verified,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,natural,yes,3,wikipedia,כיס פלוג'ה
ha-02043,מ״כ,"נישא להדס, חברתו מאז היותו מ״כ בצנחנים, ויצא יחד איתה לארצות הברית לקורס השלמת הקצונה בכוחות המיוחדים של צבא ארצות הברית - הכומתות הירוקות.",מפקד כיתה,מ״כ.01,מפקד כיתה,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,גדי שמני
ha-02044,מ״כ,"בראש הכוח הישראלי שכלל שישה צנחנים מגדוד 890, עמד שאול מופז, שהיה אז מ״כ.",מפקד כיתה,מ״כ.01,מפקד כיתה,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,מארב מופז
ha-02045,מ״כ,"במהלך שירותו הצבאי היה מ״כ של בנימין נתניהו בטירונות, ומפקד צוות של שאול מופז בקורס קצינים.",מפקד כיתה,מ״כ.01,מפקד כיתה,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,רזי ברקאי
ha-02046,מ״כ,"בפיזיקה ובמכניקה, מרכז המסה (או מ״כ) של גוף או מערכת גופים הוא נקודה במרחב המהווה את הממוצע משוקלל של מיקום המסה במערכת.",מרכז כובד,מ״כ.03,מרכז כובד,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,מרכז מסה
ha-02047,מ״כ,"סבורים אנחנו ששדה הקרב – ככל שיהא גדול או קטן, ומה שלא יהיה גודלם של הכוחות הלוחמים – מהווה יחידה, המתבססת על מ״כ אחד, במרכז-כובד זה אמורה ליפול ההכרעה.",מרכז כובד,מ״כ.03,מרכז כובד,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,שדה קרב
ha-02048,מ״כ,"אלכסנדר הגדול, גוסטב אדולף, קרל ה-12, פרידריך הגדול – לכל אלה היה מ״כ בצבאם; אילו נפגע צבאם, היו נכשלים במילוי תפקידם.",מרכז כובד,מ״כ.03,מרכז כובד,weak,3,מועדון כדורגל | מרכז כובד | מפקד כיתה,substituted,yes,3,wikipedia,שדה קרב
ha-02049,מ״מ,"בקוריסטשוב התגורר גם דודו של רבי משה, רבי אברהם טברסקי בנו של רבי צבי שהיה מ״מ בקוריסטשוב וחתנו של רבי מנחם נחום מצ'רנוביל.",מגיד מישרים,מ״מ.03,מגיד מישרים,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,חסידות קוריסטשוב
ha-02050,מ״מ,"חידושו השני של העיתון, הקדשת מקום רב לספרות יפה, בא לידי ביטוי בכך שמעל דפי ""מ״מ"" פורסמו סיפורים בהמשכים או סיפורים קצרים רבים פרי עטו של תווינא או תרגומיו מספרות ההשכלה העברית.",מגיד מישרים,מ״מ.03,מגיד מישרים,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,שלמה תווינא
ha-02051,מ״מ,"בנסיבות לא ידועות, בשנת 1901 הפסיק הרב תווינא את פרסום ""מ״מ"" ומכר את בית הדפוס שלו לעיתונאי סלימאן עזרא, שהוציא לאור לאחר מכן את העיתון ""שושנה"" שירש את ""מ״מ"".",מגיד מישרים,מ״מ.03,מגיד מישרים,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,שלמה תווינא
ha-02052,מ״מ,"דגם ה-OLED כולל צג OLED בגודל 7 אינץ' (180 מ""מ) 720p, וכשהוא מחובר לעגינה, פלט ברזולוציית 1080p בדומה לדגם המקורי.",מילימטר,מ״מ.01,מילימטר,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,1,wikipedia,נינטנדו סוויץ'
ha-02053,מ״מ,"כמות המשקעים הממוצעת היא 700 - 1,500 מ״מ בשנה ברוב האזורים בהם מתקיים אקלים סובטרופי גשום.",מילימטר,מ״מ.01,מילימטר,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,1,wikipedia,אקלים סובטרופי גשום
ha-02054,מ״מ,"בחודשים היבשים ביותר כמות המשקעים היא פחות מ־60 מ""מ בחודש.",מילימטר,מ״מ.01,מילימטר,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,1,wikipedia,אקלים סוואנה טרופי
ha-02055,מ״מ,מ״מ אחד שווה לאלף מיקרומטרים ולמיליון ננומטרים.,מילימטר,מ״מ.01,מילימטר,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מילימטר
ha-02056,מ״מ,"בהשוואה למידות הנהוגות בארצות הברית ובאנגליה, מ״מ הוא 5 חלקי 127 של האינץ' (קרוב ל-4% ממנו), כלומר האינץ' הוא 25.4 מילימטרים.",מילימטר,מ״מ.01,מילימטר,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מילימטר
ha-02057,מ״מ,סרגלי שרטוט באיכות גבוהה מאפשרים מדידה עד לכדי 0.5 מ״מ.,מילימטר,מ״מ.01,מילימטר,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מילימטר
ha-02058,מ״מ,בצבאות דוברי אנגלית התפקיד של מ״מ נקרא Crew chief.,מכונאי מוטס,מ״מ.04,מכונאי מוטס,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מכונאי מוטס
ha-02059,מ״מ,המכונאים המוטסים של אותה תקופה המתינו עוד שלוש שנים וחצי נוספות עד אשר זכו לענוד כנפי מ״מ ייעודי משלהם.,מכונאי מוטס,מ״מ.04,מכונאי מוטס,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מכונאי מוטס
ha-02060,מ״מ,"למסוק צוות בן ארבעה אנשים: טייס, טייס משנה, מ״מ ושחיין חילוץ.",מכונאי מוטס,מ״מ.04,מכונאי מוטס,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,יורוקופטר HH-65 דולפין
ha-02061,מ״מ,מנויי המיזם יכולים לשכור רכב על בסיס דקות ולקחת אותו מ״מ בו הרכב נמצא ברחבי העיר ולסיים השכרה בכל חניה מותרת בעיר.,מכל מקום,מ״מ.05,מכל מקום,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,אוטותל
ha-02062,מ״מ,"בשנת 2005 הוסרה ההגבלה לאחר הליך רב-שלבים, שבסופו רישום אתרים בסיומת משנית ספרדית היה פתוח מ״מ ברחבי העולם.",מכל מקום,מ״מ.05,מכל מקום,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,.es
ha-02063,מ״מ,"כיום, ניתן להירשם תחת סיומת זו מ״מ בעולם.",מכל מקום,מ״מ.05,מכל מקום,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,.vn
ha-02064,מ״מ,"יגאל תמיר (יניב ביטון) - מ""מ של המאבטח, קיבל יחס קר מפולישוק לאור העובדה שהיה דומה ליגאל עמיר, רוצחו של ראש ממשלת ישראל, יצחק רבין והיה בעל שם דומה.",ממלא מקום,מ״מ.02,ממלא מקום,verified,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,natural,yes,1,wikipedia,פולישוק (סדרת טלוויזיה)
ha-02065,מ״מ,"בדרך כלל איתור מ״מ נעשה כאשר נודע הצורך בו, אך במשרות מסוימות מוגדר דרך קבע מ״מ והוא ממלא פונקציה זו בעת שמתעורר הצורך.",ממלא מקום,מ״מ.02,ממלא מקום,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,ממלא מקום
ha-02066,מ״מ,סעיף 24 לחוק יסוד: הממשלה מסדיר את מעמדו של מ״מ שר.,ממלא מקום,מ״מ.02,ממלא מקום,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,ממלא מקום
ha-02067,מ״מ,"כאשר נעדר ראש הממשלה מן הארץ מזמן ממלא מקומו את ישיבות הממשלה ומנהל אותן, וכאשר נבצר מראש הממשלה זמנית למלא את תפקידו, ממלא את מקומו מ״מ ראש הממשלה.",ממלא מקום,מ״מ.02,ממלא מקום,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,ממלא מקום
ha-02068,מ״מ,"במהלך מלחמת חרבות ברזל, מ״מ הוביל את המאמץ הצה""לי בנושא החטופים, השבויים והנעדרים, במטרה להשיבם הביתה.",מערך המבצעים המיוחדים,מ״מ.06,מערך המבצעים המיוחדים,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מערך המבצעים המיוחדים
ha-02069,מ״מ,שימש מפקד היחידה הטכנולוגית של אגף המודיעין ומפקד מ״מ.,מערך המבצעים המיוחדים,מ״מ.06,מערך המבצעים המיוחדים,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,רן שחור
ha-02070,מ״מ,בשנים 1989 עד 1997 שירת בתפקידים בכירים ביחידות הטכנולוגיות באגף המודיעין וכיהן כמפקד יחידה 81 ומפקד מ״מ.,מערך המבצעים המיוחדים,מ״מ.06,מערך המבצעים המיוחדים,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,פנחס בוכריס
ha-02071,מ״מ,"ישומי מחשב שונים במהותם מ""תוכנות מערכת"", המשמשות להפעלה ולניהול של מ״מ ורשתות, ומכלי תכנות כמו מהדרים ומקשרים, בהם משתמשים כדי לתרגם ולשלב קוד מקור וספריות של תוכנת מחשב לתוך קובצי הרצה.",מערכות מחשב,מ״מ.07,מערכות מחשב,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,יישום מחשב
ha-02072,מ״מ,בשנים האחרונות ניתן לראות צמיחה מאוד משמעותית בענף זה עקב ההסתמכות הגדולה של בני האדם על מ״מ.,מערכות מחשב,מ״מ.07,מערכות מחשב,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,אבטחת מחשב אישי
ha-02073,מ״מ,"מרכז נתונים או דאטה סנטר (data center), לעיתים מכונה גם חדר מחשב או חוות שרתים, הוא מתקן המשמש לאחסון ולהפעלה של מ״מ ורכיבים קשורים, כגון מערכות תקשורת נתונים ומערכות אחסון.",מערכות מחשב,מ״מ.07,מערכות מחשב,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מרכז נתונים
ha-02074,מ״מ,"בין הנושאים הנחקרים בתחום נמנים: שיווק,התנהגות צרכנים, מימון, חשבונאות (ובתוכו שוק ההון), הנעת עובדים, ניהול משאבי אנוש, ניהול מ״מ, יזמות עסקית, חקר ביצועים ועוד.",מערכות מידע,מ״מ.08,מערכות מידע,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מנהל עסקים
ha-02075,מ״מ,על מ״מ התואמות את צרכיו של המנהל המודרני ולקיים ארבע תכונות: אמינות – התאמה בין המציאות הפיזית לתמונה המשתקפת במערכת המידע.,מערכות מידע,מ״מ.08,מערכות מידע,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מערכת מידע
ha-02076,מ״מ,"מ״מ ממשלתיות אמורות להיות נגישות, מאובטחות וללא אפשרות הדרה, חשיפה או חסימת משתמשים שהם אזרחים שנתוניהם במערכת או שעושים שימוש במערכת או רוצים לדווח או לעדכן על עניין או עבירה במערכת.",מערכות מידע,מ״מ.08,מערכות מידע,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מערכת מידע
ha-02077,מ״מ,"עשהאל לובוצקי, מן המדבר והלבנון, הוצאת ידיעות ספרים, 2008, סיפורו של מ״מ מגדוד 51 של גולני במלחמת לבנון השנייה.",מפקד מחלקה,מ״מ.09,מפקד מחלקה,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,מחלקה (צבא)
ha-02078,מ״מ,"סגן המפקד הוא קצין שסיים תפקיד מ״מ, ולפעמים תפקיד מנהלתי נוסף.",מפקד מחלקה,מ״מ.09,מפקד מחלקה,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,פלוגה
ha-02079,מ״מ,בצבא הסדיר נדיר מאוד למצוא קצין בדרגת סרן בתפקיד מ״מ.,מפקד מחלקה,מ״מ.09,מפקד מחלקה,weak,16,מילימטר | ממלא מקום | מכל מקום | מערכות מידע | מפקד מחלקה | מראה מקום | משתנה מקרי | מרחב מטרי | מגיד מישרים | מרחב מכפלה | מערכות מחשב | מגיד משנה | מערך המבצעים המיוחדים | מכונאי מוטס | מקרא מגילה | מרחב מדגם,substituted,yes,1,wikipedia,פלוגה
